Size;Rooms;BathRooms;Price
95;2;1;210000
95;2;1;210000
95;2;1;215000
95;2;1;215000
95;2;1;217000
95;2;1;217000
95;2;1;219000
95;2;1;219000
95;2;2;220000
95;3;1;220000
95;2;1;225000
95;2;1;225000
95;2;1;225000
95;1;2;225000
95;3;1;226500
95;2;1;229000
95;2;1;230000
95;2;1;230000
95;2;1;232000
95;2;1;235000
95;2;1;235000
95;2;1;235000
95;2;1;235000
95;3;1;235000
95;2;1;238000
95;2;1;239000
95;2;1;239000
95;2;1;240000
95;2;1;240000
95;2;1;240000
95;2;1;240000
95;2;2;242000
95;2;2;244000
95;3;1;245000
95;2;1;245000
95;2;1;245000
95;2;1;245000
95;2;2;245000
95;2;1;247000
95;2;1;250000
95;2;1;250000
95;2;1;255000
95;3;1;255000
95;2;1;255000
95;2;1;255000
95;2;1;256000
95;2;2;257000
95;2;1;259000
95;2;1;259000
95;2;1;260000
95;2;1;260000
95;2;1;260000
95;2;1;264000
95;2;1;265000
95;3;1;265000
95;2;1;265000
95;2;1;265000
95;2;1;265000
95;2;2;265000
95;2;1;267000
95;3;1;269000
95;2;1;269999
95;2;1;270000
95;2;1;274000
95;3;2;275000
95;2;2;275000
95;2;1;275000
95;2;1;279000
95;2;1;285000
96;2;2;235000
96;3;1;260000
96;2;1;263000
96;2;2;275000
96;2;1;280000
97;2;1;200000
97;2;1;290000
98;2;2;239950
98;2;1;250000
98;2;2;260000
98;2;2;268000
98;2;1;279000
99;2;2;199000
99;2;1;219000
99;2;1;225000
99;2;1;230000
99;2;1;250000
99;2;2;265000
99;2;2;275000
99;2;1;280000
99;2;1;285000
99;2;2;295000
100;2;1;200000
100;2;1;200000
100;2;1;200000
100;2;1;200000
100;2;1;204000
100;2;1;205000
100;2;1;205000
100;2;1;209000
100;3;1;210000
100;3;1;210000
100;3;1;210000
100;2;1;210000
100;2;1;210000
100;2;2;210000
100;2;2;215000
100;2;1;215000
100;3;1;215000
100;2;1;215000
100;2;1;219000
100;2;1;220000
100;3;1;220000
100;2;1;225000
100;3;1;225000
100;2;1;225000
100;2;1;225000
100;3;1;228000
100;2;1;228000
100;2;2;229000
100;2;1;229000
100;2;1;230000
100;2;1;230000
100;3;2;230000
100;2;1;230000
100;2;1;235000
100;2;1;239000
100;2;2;239000
100;2;1;239000
100;3;1;240000
100;3;1;240000
100;2;1;240000
100;2;1;240000
100;2;1;240000
100;2;2;243000
100;2;1;245000
100;2;1;245000
100;3;1;245000
100;2;1;247000
100;2;1;249000
100;2;1;250000
100;2;1;250000
100;2;1;250000
100;2;2;250000
100;2;2;250000
100;3;1;250000
100;2;1;255000
100;2;1;255000
100;3;1;257000
100;2;1;258000
100;2;1;259000
100;3;2;259000
100;2;2;259000
100;2;1;259500
100;3;2;260000
100;2;2;260000
100;2;1;263000
100;2;1;265000
100;2;1;265000
100;2;1;265000
100;3;1;265000
100;2;1;266000
100;2;1;269000
100;3;1;270000
100;3;1;270000
100;2;1;270000
100;2;1;270000
100;2;1;270000
100;2;1;271250
100;2;1;275000
100;2;1;275000
100;3;1;275000
100;2;1;279000
100;2;1;280000
100;2;1;280000
100;2;1;280000
100;2;1;280000
100;2;1;285000
100;3;1;285000
100;3;1;285000
100;2;1;285000
100;2;1;285000
100;2;1;285000
100;2;1;289000
100;2;1;290000
100;2;1;290000
100;3;1;295000
100;3;2;295000
100;2;2;295000
100;2;1;299000
100;2;1;300000
100;3;2;300000
100;3;1;300000
100;2;1;300000
100;3;1;300000
100;3;1;300000
102;2;1;249500
104;2;1;228000
104;2;2;240000
104;2;1;255000
105;3;2;213000
105;2;2;220000
105;2;1;229000
105;3;1;230000
105;3;1;238888
105;3;1;240000
105;3;1;245000
105;2;1;250000
105;2;1;255000
105;2;1;260000
105;3;1;260000
105;2;2;265000
105;2;1;265000
105;3;1;265000
105;3;2;268000
105;3;1;269000
105;2;1;275000
105;2;1;275000
105;3;2;277000
105;3;1;279000
105;2;1;279000
105;2;1;279500
105;2;2;285000
105;3;2;290000
105;3;2;298000
105;3;2;300000
105;3;2;310000
105;3;2;310000
105;2;1;310000
106;3;1;275000
107;2;1;250000
107;3;1;280000
108;3;1;303000
108;2;2;315000
109;2;1;226000
109;2;2;229000
109;3;1;239000
109;2;1;240000
109;2;2;249000
109;2;2;258000
109;2;1;265000
109;3;1;275000
109;3;1;325000
110;3;1;220000
110;3;1;220000
110;2;1;220000
110;3;1;225000
110;2;1;229000
110;2;1;230000
110;2;2;233000
110;2;2;235000
110;2;2;235000
110;2;1;238000
110;3;1;238000
110;2;1;239000
110;3;1;240000
110;3;1;240000
110;3;1;240000
110;3;1;245000
110;3;1;245000
110;2;1;247500
110;3;1;249000
110;3;2;249000
110;3;2;250000
110;4;1;250000
110;3;1;255000
110;2;1;255000
110;2;1;258000
110;3;2;259000
110;3;2;260000
110;2;2;260000
110;3;2;262000
110;3;2;264000
110;3;1;265000
110;3;1;265000
110;2;1;265000
110;3;1;265000
110;3;1;267000
110;3;1;268000
110;2;1;268000
110;2;1;269000
110;2;1;270000
110;3;2;270000
110;3;1;270000
110;3;1;270000
110;2;2;271250
110;2;1;275000
110;3;1;275000
110;2;1;275000
110;3;1;276000
110;3;1;278000
110;3;2;278000
110;3;2;279000
110;3;1;279000
110;2;1;280000
110;3;1;280000
110;3;2;280000
110;3;2;280000
110;3;1;285000
110;3;1;285000
110;3;2;285000
110;2;2;289000
110;2;1;289000
110;2;1;290000
110;2;1;290000
110;3;1;290000
110;2;1;295000
110;2;1;299000
110;3;1;299000
110;2;1;299000
110;3;1;300000
110;2;1;300000
110;3;1;302000
110;3;1;302000
110;2;1;305000
110;3;2;309000
110;2;1;310000
110;3;1;310000
110;3;1;310000
110;3;2;315000
110;3;1;315000
110;3;2;315000
110;2;1;315000
110;2;2;315000
110;3;2;315000
110;2;1;315000
110;2;1;319500
110;3;1;320000
110;2;1;320000
110;3;1;320000
110;3;1;320000
110;3;1;320000
110;3;1;325000
110;3;1;325000
110;3;2;325000
110;2;2;325000
110;3;1;328000
110;3;1;329000
110;3;1;330000
110;3;1;330000
110;3;2;330000
110;3;2;330000
110;2;2;330000
110;3;2;330000
110;3;2;330000
112;3;1;280000
112;2;1;297500
114;2;1;265000
114;3;1;270000
114;3;2;284000
114;3;1;310000
114;3;1;320000
114;3;1;340000
115;3;1;230000
115;2;1;230000
115;3;1;239000
115;2;1;240000
115;2;1;240000
115;2;2;245000
115;3;1;245000
115;3;1;245000
115;3;1;248000
115;2;1;250000
115;3;1;250000
115;3;1;250000
115;3;1;255000
115;3;2;255000
115;3;1;265000
115;3;2;269000
115;3;1;277000
115;3;1;278000
115;3;2;280000
115;3;2;283000
115;3;1;285000
115;2;1;288000
115;3;1;290000
115;3;1;295000
115;3;1;296000
115;3;2;300000
115;2;1;300000
115;3;2;310000
115;3;2;310000
115;2;1;310000
115;3;1;315000
115;3;2;315000
115;3;1;320000
115;3;1;325000
115;2;1;330000
115;3;1;335000
115;3;1;335000
115;3;2;340000
115;3;1;340000
116;2;1;250000
116;2;1;268000
117;3;2;271000
117;3;2;275000
117;3;2;300000
117;2;1;300000
118;3;2;278000
118;3;2;320000
119;3;1;250000
119;3;1;280000
119;3;1;282500
119;2;2;310000
119;3;1;315000
119;3;2;320000
119;2;1;320000
119;2;2;325000
119;3;1;325000
119;3;1;330000
119;3;2;350000
119;3;1;350000
119;3;1;350000
119;3;1;357000
120;3;1;240000
120;3;1;249500
120;3;2;250000
120;3;1;250000
120;3;1;254000
120;2;1;260000
120;3;1;265000
120;2;2;265000
120;3;2;269000
120;3;1;270000
120;3;2;270000
120;3;2;275000
120;2;1;275000
120;3;1;275000
120;2;2;280000
120;3;1;280000
120;2;1;281000
120;3;2;283000
120;3;1;285000
120;3;1;285000
120;3;2;285000
120;3;2;285000
120;3;2;288000
120;3;2;288000
120;3;1;289000
120;3;1;289500
120;3;1;295000
120;3;2;295000
120;3;2;295000
120;3;1;299000
120;3;1;300000
120;3;1;302000
120;2;2;309000
120;3;2;310000
120;2;2;315000
120;3;2;315000
120;3;2;315000
120;3;2;315000
120;3;1;315000
120;3;1;319000
120;3;1;319000
120;3;2;320000
120;3;2;320000
120;3;1;320000
120;3;1;320000
120;3;1;320000
120;3;2;320000
120;3;1;325000
120;3;2;325000
120;3;1;329000
120;4;2;329000
120;3;1;329000
120;2;2;330000
120;3;2;330000
120;3;1;330000
120;3;1;330000
120;3;1;340000
120;2;1;340000
120;3;2;340000
120;2;1;345000
120;3;1;345000
120;2;2;345000
120;3;1;345000
120;3;1;345000
120;3;2;349000
120;3;1;350000
120;3;1;350000
120;3;1;350000
120;3;1;350000
120;3;1;350000
120;3;2;354000
120;3;1;355000
120;2;1;355000
120;3;1;355000
120;3;1;359000
120;3;1;359000
120;3;1;359000
120;3;1;360000
120;3;1;360000
120;3;1;360000
120;3;1;360000
120;3;1;360000
120;3;1;360000
120;3;2;360000
122;3;1;270000
122;4;2;295000
124;3;1;265000
124;3;1;290000
124;2;2;325000
124;3;1;335000
124;3;1;350000
124;3;2;359000
124;3;1;360000
125;3;1;250000
125;2;1;260000
125;3;1;268000
125;3;1;270000
125;3;1;270000
125;3;2;270000
125;4;2;280000
125;4;2;290000
125;3;1;290000
125;3;1;290000
125;3;1;295000
125;4;1;310000
125;3;2;310000
125;3;1;317500
125;3;2;320000
125;3;1;320000
125;3;1;320000
125;3;2;320000
125;3;2;320000
125;3;2;326000
125;3;2;339000
125;3;2;345000
125;3;1;345000
125;3;1;345000
125;4;1;349000
125;3;1;350000
125;3;2;350000
125;3;1;350000
125;3;1;350000
125;3;1;355000
125;3;2;360000
125;3;2;365000
125;3;2;365000
125;2;2;365000
125;3;1;365000
125;3;1;370000
125;2;2;374000
125;3;1;375000
126;3;2;330000
128;3;2;305000
128;4;2;355000
129;3;2;260000
129;3;1;260000
129;3;2;265000
129;3;1;280000
129;3;1;285000
129;3;2;295000
129;3;1;295000
129;3;2;310000
129;3;2;330000
129;3;1;350000
129;4;1;350000
129;3;2;365000
129;3;1;375000
129;3;1;375000
129;3;2;380000
130;3;1;260000
130;3;2;260000
130;3;2;260000
130;3;1;260000
130;3;1;260000
130;3;1;265000
130;4;2;267000
130;3;2;271250
130;3;2;271250
130;3;1;275000
130;3;1;275000
130;3;1;275000
130;3;1;285000
130;3;2;285000
130;3;2;289500
130;4;2;290000
130;3;2;299000
130;3;1;299000
130;3;1;305000
130;2;2;310000
130;3;2;310000
130;3;1;310000
130;3;1;319000
130;3;1;320000
130;3;1;320000
130;3;2;320000
130;3;1;320000
130;3;1;320000
130;4;2;325000
130;3;1;335000
130;3;2;335000
130;3;2;340000
130;2;1;340000
130;2;2;340000
130;3;2;340000
130;3;2;340000
130;3;1;340000
130;3;2;348000
130;3;1;350000
130;3;2;350000
130;3;2;350000
130;3;2;355000
130;3;1;360000
130;3;2;365000
130;3;1;370000
130;3;1;377000
130;3;1;380000
130;3;1;380000
130;3;2;385000
130;4;2;390000
133;3;1;360000
134;3;2;295000
134;3;1;300000
134;3;1;320000
134;3;2;335000
134;3;2;375000
135;3;1;275000
135;3;2;279000
135;3;1;280000
135;3;2;283000
135;3;1;288000
135;4;2;295000
135;4;2;295000
135;3;2;300000
135;3;2;300000
135;3;2;310000
135;3;2;310000
135;5;2;320000
135;3;2;320000
135;3;2;320000
135;3;2;320000
135;3;2;325000
135;3;2;329000
135;3;2;335000
135;3;1;339000
135;3;1;340000
135;3;2;349000
135;3;2;350000
135;3;1;350000
135;3;1;350000
135;3;1;360000
135;3;2;365000
135;3;1;375000
135;3;1;380000
135;3;2;390000
135;3;2;390000
135;3;1;395000
139;3;1;295000
139;3;1;295000
139;3;1;315000
139;3;2;370000
140;4;2;283500
140;3;1;285000
140;3;2;285000
140;3;1;289500
140;3;1;290000
140;4;2;290000
140;3;1;295000
140;2;1;300000
140;2;1;300000
140;4;2;307000
140;3;2;312000
140;3;2;315000
140;3;2;320000
140;3;1;320000
140;3;1;325000
140;3;1;330000
140;3;1;350000
140;4;1;350000
140;4;1;350000
140;3;2;350000
140;4;2;360000
140;3;1;360000
140;3;2;360000
140;3;1;370000
140;3;1;375000
140;3;2;375000
140;3;1;375000
140;3;1;375000
140;3;1;379000
140;3;1;379000
140;4;1;380000
140;3;1;380000
140;4;1;380000
140;3;1;390000
140;3;2;390000
140;3;2;395000
140;3;1;400000
140;2;2;400000
140;4;2;400000
140;3;2;409000
140;3;2;420000
140;3;2;420000
140;3;1;420000
140;3;2;420000
142;3;2;299000
142;3;1;380000
144;3;2;350000
144;3;2;360000
144;3;2;390000
144;3;1;410000
144;3;2;410000
144;3;2;415000
145;3;1;325000
145;3;1;330000
145;4;2;340000
145;3;1;350000
145;3;2;365000
145;3;1;370000
145;4;2;374500
145;3;1;375000
145;3;1;380000
145;3;2;395000
145;3;1;395000
145;4;2;405000
145;3;1;420000
145;3;1;425000
145;3;2;425000
145;3;2;425000
145;3;1;435000
147;3;1;363000
147;3;2;415000
147;3;2;423750
148;4;1;300000
148;3;2;305000
148;3;2;343000
149;5;2;305000
149;4;2;310000
149;3;2;325000
149;4;1;330000
149;3;1;350000
149;3;2;360000
149;3;2;395000
149;5;2;395000
149;3;2;410000
150;4;2;310000
150;4;2;310000
150;3;2;312500
150;4;2;315000
150;3;2;315000
150;3;1;320000
150;2;2;325000
150;3;2;330000
150;4;2;330000
150;3;1;330000
150;3;2;330000
150;4;2;350000
150;3;2;350000
150;3;2;355000
150;3;2;358000
150;3;1;365000
150;3;1;370000
150;3;2;375000
150;4;2;379000
150;3;1;380000
150;4;2;380000
150;4;1;382000
150;4;2;385000
150;4;2;389500
150;4;2;390000
