Size;Rooms;BathRooms;Price
150;4;2;390000
150;3;1;391000
150;3;2;399000
150;3;2;399000
150;3;2;410000
150;3;1;415000
150;3;2;425000
150;5;2;425000
150;4;2;425000
150;3;2;430000
150;4;2;430000
150;4;2;435000
150;3;2;435000
150;3;1;440000
150;3;2;440000
150;3;1;448000
150;4;2;450000
150;3;2;450000
154;4;2;430000
155;3;1;315000
155;3;1;325000
155;4;2;350000
155;3;1;350000
155;3;2;355000
155;3;2;365000
155;3;1;400000
155;3;1;410000
155;3;1;415000
155;3;2;418000
155;4;1;425000
155;3;2;435000
155;5;2;455000
157;4;2;450000
159;4;2;330000
159;4;1;355000
159;4;2;380000
159;3;2;399000
159;4;2;450000
159;5;2;450000
160;3;2;320000
160;3;2;324000
160;3;2;340000
160;4;2;345000
160;4;1;345000
160;5;2;350000
160;3;2;355000
160;3;1;360000
160;4;2;365000
160;3;2;365000
160;3;2;369000
160;3;2;369000
160;3;2;370000
160;2;2;390000
160;4;2;395000
160;3;2;400000
160;3;2;400000
160;4;2;415000
160;4;2;420000
160;4;1;420000
160;3;1;425000
160;2;2;430000
160;4;2;439000
160;3;2;440000
160;3;2;445000
160;4;2;450000
160;3;2;454000
160;3;2;460000
160;3;2;465000
160;3;2;470000
160;3;2;470000
160;4;1;475000
160;4;2;475000
160;3;1;480000
162;4;2;425000
164;4;2;400000
164;4;2;425000
165;3;2;345000
165;3;2;345000
165;5;2;380000
165;4;2;380000
165;5;2;388500
165;3;2;440000
165;3;2;450000
165;4;2;490000
167;4;2;380000
169;4;2;350000
169;3;2;370000
169;3;2;420000
169;3;2;425000
169;4;2;450000
169;4;2;480000
170;4;2;340000
170;4;2;345000
170;3;2;350000
170;4;2;350000
170;3;2;350000
170;4;2;350000
170;3;2;350000
170;3;2;360000
170;4;2;360000
170;5;2;365000
170;4;2;369500
170;5;2;380000
170;5;1;390000
170;4;2;400000
170;4;2;405000
170;4;2;410000
170;4;2;415000
170;4;1;420000
170;3;2;425000
170;3;2;449000
170;4;2;450000
170;4;2;450000
170;5;2;450000
170;3;2;470000
170;3;2;475000
170;4;2;480000
170;3;2;495000
170;3;2;500000
170;3;1;500000
170;3;2;510000
174;4;1;425000
174;5;2;485000
175;3;2;350000
175;3;2;363000
175;4;2;375000
175;5;1;450000
175;4;2;490000
175;5;2;525000
175;2;2;525000
178;3;2;425000
178;4;2;530000
179;3;2;360000
179;3;1;395000
179;4;2;400000
179;4;1;430000
179;5;2;440000
179;3;2;470000
179;4;2;510000
179;3;2;530000
180;3;2;369000
180;4;2;370000
180;5;2;375000
180;2;2;377000
180;2;1;385000
180;4;2;390000
180;3;1;394000
180;3;2;395000
180;3;2;400000
180;4;2;410000
180;4;2;410000
180;4;2;414000
180;4;2;420000
180;4;2;430000
180;4;2;445000
180;4;2;445000
180;4;2;450000
180;4;2;450000
180;5;2;450000
180;5;2;450000
180;4;2;450000
180;4;2;460000
180;2;2;460000
180;4;2;465000
180;4;2;470000
180;4;2;520000
180;4;2;520000
180;4;2;520000
180;4;2;525000
182;4;2;449000
185;3;1;390000
185;5;2;475000
185;3;2;475000
185;4;2;485000
185;4;2;500000
185;4;2;525000
185;4;2;530000
185;4;2;535000
185;5;2;545000
189;4;2;390000
190;3;1;395000
190;4;2;400000
190;3;2;410000
190;4;1;410000
190;4;1;425000
190;4;2;435000
190;4;2;435000
190;4;2;435000
190;4;2;450000
190;4;2;455000
190;4;2;490000
190;3;2;500000
190;5;2;520000
190;4;2;520000
190;4;2;530000
190;4;2;550000
195;4;2;404500
195;4;2;435000
199;4;2;440000
199;4;2;550000
199;3;2;570000
199;3;2;580000
200;6;2;420000
200;5;2;430000
200;4;2;439000
200;4;2;450000
200;5;2;450000
200;3;2;460000
200;5;2;460000
200;4;2;465000
200;3;2;470000
200;4;2;480000
200;5;2;485000
200;4;2;490000
200;5;2;510000
200;6;2;540000
200;5;2;575000
200;5;2;575000
200;4;2;600000
200;4;2;600000
205;5;2;415000
210;4;2;530000
210;5;2;585000
210;4;2;600000
210;4;2;629000
215;5;2;499000
215;3;2;510000
215;4;2;595000
219;5;2;525000
220;4;2;465000
220;5;2;479000
220;4;2;500000
220;5;2;520000
220;5;2;535000
220;4;2;559999
220;4;2;575000
220;4;2;580000
220;4;2;584000
220;4;2;600000
220;5;2;600000
221;5;2;575000
224;4;2;520000
224;5;2;670000
230;4;2;520000
230;3;2;525000
230;3;2;575000
230;4;2;679000
235;4;2;570000
235;5;2;670000
239;5;2;685000
240;3;2;550000
240;4;2;570000
240;5;2;590000
240;4;2;600000
240;4;2;610000
245;4;2;525000
249;4;2;595000
249;5;2;650000
249;3;1;700000
250;5;2;650000
250;4;2;650000
260;5;2;575000
260;5;1;770000
269;5;2;600000
269;5;2;650000
270;6;2;580000
280;5;2;750000
280;6;2;809000
289;7;1;825000
300;4;2;680000
320;5;2;820000
320;3;2;950000
350;5;2;820000
